Sequence_ID,GC_Content
lcl|U00096.3_cds_AAC74145.1_1035,47.97
lcl|U00096.3_cds_AAC74146.1_1036,53.1
lcl|U00096.3_cds_AAC74147.1_1037,46.88
lcl|U00096.3_cds_AAC74148.1_1038,49.07
lcl|U00096.3_cds_AAC74149.2_1039,55.33
lcl|U00096.3_cds_AAC74150.1_1040,49.4
lcl|U00096.3_cds_AAC74151.1_1041,51.85
lcl|U00096.3_cds_AAC74152.1_1042,55.3
lcl|U00096.3_cds_AAC74153.1_1043,53.71
lcl|U00096.3_cds_AAC74154.1_1044,48.2
lcl|U00096.3_cds_AAC74155.1_1045,52.72
lcl|U00096.3_cds_AAC74156.1_1046,52.27
lcl|U00096.3_cds_AAC74157.1_1047,53.48
lcl|U00096.3_cds_AAC74158.1_1048,52.84
lcl|U00096.3_cds_AAC74159.1_1049,54.6
lcl|U00096.3_cds_AAC74160.1_1050,51.53
lcl|U00096.3_cds_AAC74161.1_1051,59.13
lcl|U00096.3_cds_AAC74162.1_1052,53.77
lcl|U00096.3_cds_AAC74163.1_1053,53.51
lcl|U00096.3_cds_AAC74164.1_1054,54.19
lcl|U00096.3_cds_AAC74165.1_1055,54.67
lcl|U00096.3_cds_AAC74166.1_1056,51.82
lcl|U00096.3_cds_AAC74167.1_1057,50.73
lcl|U00096.3_cds_AAC74168.1_1058,55.65
lcl|U00096.3_cds_AAC74169.2_1059,44.55
lcl|U00096.3_cds_AAC74170.1_1060,51.46
lcl|U00096.3_cds_AAC74171.2_1061,50.09
lcl|U00096.3_cds_AAC74172.1_1062,49.62
lcl|U00096.3_cds_AAC74173.1_1063,54.02
lcl|U00096.3_cds_AAC74174.2_1064,52.1
lcl|U00096.3_cds_AAC74175.1_1065,54.72
lcl|U00096.3_cds_AAC74176.1_1066,55.16
lcl|U00096.3_cds_AAC74177.1_1067,51.56
lcl|U00096.3_cds_AAC74178.1_1068,48.1
lcl|U00096.3_cds_AAC74179.1_1069,53.3
lcl|U00096.3_cds_AAC74180.1_1070,50.62
lcl|U00096.3_cds_AAC74181.1_1071,50.73
lcl|U00096.3_cds_AAC74182.1_1072,54.05
lcl|U00096.3_cds_AAC74183.1_1073,54.03
lcl|U00096.3_cds_AAC74184.1_1074,50.88
lcl|U00096.3_cds_AAC74185.1_1075,52.65
lcl|U00096.3_cds_AAC74186.1_1076,50.0
lcl|U00096.3_cds_AAC74187.1_1077,50.56
lcl|U00096.3_cds_AAC74188.1_1078,49.47
lcl|U00096.3_cds_AAC74189.1_1079,56.39
lcl|U00096.3_cds_AAC74190.1_1080,53.33
lcl|U00096.3_cds_AAC74191.1_1081,53.02
lcl|U00096.3_cds_AAC74192.2_1082,46.59
lcl|U00096.3_cds_AAC74193.1_1083,52.95
lcl|U00096.3_cds_AAC74194.1_1084,53.7
lcl|U00096.3_cds_AAC74195.2_1085,51.18
lcl|U00096.3_cds_AAC74196.1_1086,47.29
lcl|U00096.3_cds_AAC74197.1_1087,53.27
lcl|U00096.3_cds_AAC74198.1_1088,54.77
lcl|U00096.3_cds_AAC74199.1_1089,49.53
lcl|U00096.3_cds_AAC74200.1_1090,54.17
lcl|U00096.3_cds_AAC74201.2_1091,55.13
lcl|U00096.3_cds_AAC74202.1_1092,51.89
lcl|U00096.3_cds_AAC74203.1_1093,52.74
lcl|U00096.3_cds_AAC74204.3_1094,51.79
lcl|U00096.3_cds_QNV50513.1_1095,51.99
lcl|U00096.3_cds_AAC74205.1_1096,42.59
lcl|U00096.3_cds_AAC74206.2_1097,43.51
lcl|U00096.3_cds_AAC74207.1_1098,50.81
lcl|U00096.3_cds_AAC74208.1_1099,50.19
lcl|U00096.3_cds_AAC74209.1_1100,50.85
lcl|U00096.3_cds_AAC74210.1_1101,50.84
lcl|U00096.3_cds_AAC74211.1_1102,49.88
lcl|U00096.3_cds_AAC74212.2_1103,54.01
lcl|U00096.3_cds_AAC74213.1_1104,51.33
lcl|U00096.3_cds_AAC74214.1_1105,47.77
lcl|U00096.3_cds_AAC74215.1_1106,52.3
lcl|U00096.3_cds_AAC74216.1_1107,57.17
lcl|U00096.3_cds_AAC74217.2_1108,53.75
lcl|U00096.3_cds_AAC74218.1_1109,50.22
lcl|U00096.3_cds_AAC74219.2_1110,51.22
lcl|U00096.3_cds_AAC74220.1_1111,50.2
lcl|U00096.3_cds_AAC74221.1_1112,34.83
lcl|U00096.3_cds_AAC74222.1_1113,30.92
lcl|U00096.3_cds_AAC74223.1_1114,36.8
lcl|U00096.3_cds_AAC74224.1_1115,44.77
lcl|U00096.3_cds_AAC74225.1_1116,44.31
lcl|U00096.3_cds_AYC08191.1_1117,54.17
lcl|U00096.3_cds_AAC74227.2_1118,38.6
lcl|U00096.3_cds_AAC74228.2_1119,46.93
lcl|U00096.3_cds_AAC74229.1_1120,44.44
lcl|U00096.3_cds_AAC74230.2_1121,42.79
lcl|U00096.3_cds_AAC74231.2_1122,49.64
lcl|U00096.3_cds_AAC74232.1_1123,49.85
lcl|U00096.3_cds_AYC08192.1_1124,54.31
lcl|U00096.3_cds_AAC74234.1_1125,60.11
lcl|U00096.3_cds_AYC08193.1_1126,56.33
lcl|U00096.3_cds_AAC74237.1_1127,57.26
lcl|U00096.3_cds_AAC74238.1_1128,50.32
lcl|U00096.3_cds_AAC74239.1_1129,42.03
lcl|U00096.3_cds_AAC74240.1_1130,47.76
lcl|U00096.3_cds_AAC74242.1_1131,48.83
lcl|U00096.3_cds_AAC74243.1_1132,38.37
lcl|U00096.3_cds_AAC74244.1_1133,33.95
lcl|U00096.3_cds_AYC08194.1_1134,31.11
lcl|U00096.3_cds_AYC08195.1_1135,29.73
lcl|U00096.3_cds_AAC74245.1_1136,36.79
lcl|U00096.3_cds_AAC74246.1_1137,48.77
lcl|U00096.3_cds_AAC74247.1_1138,43.56
lcl|U00096.3_cds_AAC74248.1_1139,41.77
lcl|U00096.3_cds_AAC74249.1_1140,37.0
lcl|U00096.3_cds_AAC74250.1_1141,34.83
lcl|U00096.3_cds_AAC74251.1_1142,35.74
lcl|U00096.3_cds_AAC74252.2_1143,44.62
lcl|U00096.3_cds_ABD18651.1_1144,40.18
lcl|U00096.3_cds_AAC74255.2_1145,45.15
lcl|U00096.3_cds_AAC74256.5_1146,52.17
lcl|U00096.3_cds_ABP93440.1_1147,32.18
lcl|U00096.3_cds_ABP93441.1_1148,38.17
lcl|U00096.3_cds_AAC74258.1_1149,43.45
lcl|U00096.3_cds_AAC74259.1_1150,49.94
lcl|U00096.3_cds_AAC74260.1_1151,51.01
lcl|U00096.3_cds_AAC74261.1_1152,42.28
lcl|U00096.3_cds_AAC74262.1_1153,43.03
lcl|U00096.3_cds_UMR55112.1_1154,46.67
lcl|U00096.3_cds_AAC74263.3_1155,43.12
lcl|U00096.3_cds_AAC74264.1_1156,51.97
lcl|U00096.3_cds_AAC74265.3_1157,47.62
lcl|U00096.3_cds_AAC74266.2_1158,41.12
lcl|U00096.3_cds_AAC74267.1_1159,48.1
lcl|U00096.3_cds_AAC74268.1_1160,50.99
lcl|U00096.3_cds_AAC74269.1_1161,52.73
lcl|U00096.3_cds_AAC74270.1_1162,52.85
lcl|U00096.3_cds_AAC74271.1_1163,51.25
lcl|U00096.3_cds_AAC74272.1_1164,49.84
lcl|U00096.3_cds_AAC74273.1_1165,56.27
lcl|U00096.3_cds_AAC74274.1_1166,57.98
lcl|U00096.3_cds_AYC08196.1_1167,50.98
lcl|U00096.3_cds_AAC74275.2_1168,52.33
lcl|U00096.3_cds_AAC74276.1_1169,53.01
lcl|U00096.3_cds_AAC74277.2_1170,51.96
lcl|U00096.3_cds_AAC74278.1_1171,50.75
lcl|U00096.3_cds_AAC74279.1_1172,53.33
lcl|U00096.3_cds_AAC74280.1_1173,41.5
lcl|U00096.3_cds_AAC74281.1_1174,52.3
lcl|U00096.3_cds_AAC74282.4_1175,50.18
lcl|U00096.3_cds_AAC74283.1_1176,53.55
lcl|U00096.3_cds_AAC74284.2_1177,53.03
lcl|U00096.3_cds_AAC74285.2_1178,51.46
lcl|U00096.3_cds_AAC74286.1_1179,49.79
lcl|U00096.3_cds_AAC74287.1_1180,51.01
lcl|U00096.3_cds_AAC74288.1_1181,49.74
lcl|U00096.3_cds_AAC74289.1_1182,53.05
lcl|U00096.3_cds_AAC74290.2_1183,54.64
lcl|U00096.3_cds_AAC74291.1_1184,52.53
lcl|U00096.3_cds_AAC74292.1_1185,53.4
lcl|U00096.3_cds_AAC74293.1_1186,51.44
lcl|U00096.3_cds_AAC74294.1_1187,54.34
lcl|U00096.3_cds_AAC74295.1_1188,53.0
lcl|U00096.3_cds_AAC74296.1_1189,55.16
lcl|U00096.3_cds_AAC74297.1_1190,47.58
lcl|U00096.3_cds_AAC74298.1_1191,46.42
lcl|U00096.3_cds_AAC74299.1_1192,51.58
lcl|U00096.3_cds_AAT48126.1_1193,55.56
lcl|U00096.3_cds_AAT48127.1_1194,58.33
lcl|U00096.3_cds_AAT48128.1_1195,55.56
lcl|U00096.3_cds_AAC74300.1_1196,48.77
lcl|U00096.3_cds_AAC74301.1_1197,45.45
lcl|U00096.3_cds_AAC74302.2_1198,54.74
lcl|U00096.3_cds_AAC74303.1_1199,51.69
lcl|U00096.3_cds_AAC74304.2_1200,50.54
lcl|U00096.3_cds_AAC74305.1_1201,51.77
lcl|U00096.3_cds_AAC74306.1_1202,53.37
lcl|U00096.3_cds_AAC74307.1_1203,53.66
lcl|U00096.3_cds_AAC74308.1_1204,54.94
lcl|U00096.3_cds_AAC74309.1_1205,53.74
lcl|U00096.3_cds_AAC74310.1_1206,56.4
lcl|U00096.3_cds_AAC74311.1_1207,55.9
lcl|U00096.3_cds_AYC08197.1_1208,59.42
lcl|U00096.3_cds_AAC74313.2_1209,64.44
lcl|U00096.3_cds_AAC74314.1_1210,47.21
lcl|U00096.3_cds_AAC74315.1_1211,46.41
lcl|U00096.3_cds_AAC74316.2_1212,50.22
lcl|U00096.3_cds_AAC74317.1_1213,48.62
lcl|U00096.3_cds_AAC74318.1_1214,46.97
lcl|U00096.3_cds_AAC74319.1_1215,46.62
lcl|U00096.3_cds_AAC74320.1_1216,42.23
lcl|U00096.3_cds_AAC74323.1_1217,50.64
lcl|U00096.3_cds_QNV50524.1_1218,40.74
lcl|U00096.3_cds_AAC74324.1_1219,47.84
lcl|U00096.3_cds_AAC76530.2_1220,55.05
lcl|U00096.3_cds_AAC74325.1_1221,47.73
lcl|U00096.3_cds_AAC74326.1_1222,45.71
lcl|U00096.3_cds_AAC74327.1_1223,52.37
lcl|U00096.3_cds_AAT48129.1_1224,51.78
lcl|U00096.3_cds_AAC74329.1_1225,51.54
lcl|U00096.3_cds_AAC74330.2_1226,47.27
lcl|U00096.3_cds_AAC74331.1_1227,51.68
lcl|U00096.3_cds_ABP93442.1_1228,50.57
lcl|U00096.3_cds_AAC74332.1_1229,42.34
lcl|U00096.3_cds_AAC74333.2_1230,48.82
lcl|U00096.3_cds_AAC74334.1_1231,54.44
lcl|U00096.3_cds_AAC74335.1_1232,48.37
lcl|U00096.3_cds_AAC74336.1_1233,46.48
lcl|U00096.3_cds_AAC74337.1_1234,49.33
lcl|U00096.3_cds_AAC74338.1_1235,50.08
lcl|U00096.3_cds_AAC74339.1_1236,40.63
lcl|U00096.3_cds_AAC74340.1_1237,43.11
lcl|U00096.3_cds_AAC74341.2_1238,51.11
lcl|U00096.3_cds_AAC74342.1_1239,53.53
lcl|U00096.3_cds_AAC74343.1_1240,54.69
lcl|U00096.3_cds_AAC74344.3_1241,52.79
lcl|U00096.3_cds_AAC74345.1_1242,56.39
lcl|U00096.3_cds_AAC74346.1_1243,54.38
lcl|U00096.3_cds_AAC74347.1_1244,44.44
lcl|U00096.3_cds_AAC74348.1_1245,54.08
lcl|U00096.3_cds_AAC74349.2_1246,48.15
lcl|U00096.3_cds_AAC74350.1_1247,46.99
lcl|U00096.3_cds_AAC74351.1_1248,53.77
lcl|U00096.3_cds_AAC74352.1_1249,50.25
lcl|U00096.3_cds_AAC74353.1_1250,52.44
lcl|U00096.3_cds_AAC74354.1_1251,50.57
lcl|U00096.3_cds_AAC74355.1_1252,47.22
lcl|U00096.3_cds_AAC74356.1_1253,51.77
lcl|U00096.3_cds_AAC74357.1_1254,48.31
lcl|U00096.3_cds_ABD18655.3_1255,48.94
lcl|U00096.3_cds_ABD18656.2_1256,45.83
lcl|U00096.3_cds_AYC08199.1_1257,45.83
lcl|U00096.3_cds_AAC74358.1_1258,52.91
lcl|U00096.3_cds_AAC74359.1_1259,50.08
lcl|U00096.3_cds_AAC74360.1_1260,50.59
lcl|U00096.3_cds_AAC74361.1_1261,50.16
lcl|U00096.3_cds_AAC74362.1_1262,51.88
lcl|U00096.3_cds_AAC74363.1_1263,52.98
lcl|U00096.3_cds_AAC74364.2_1264,49.85
lcl|U00096.3_cds_AAC74365.1_1265,52.05
lcl|U00096.3_cds_AAC74366.1_1266,48.8
lcl|U00096.3_cds_ABP93443.1_1267,47.7
lcl|U00096.3_cds_QNV50525.1_1268,36.43
lcl|U00096.3_cds_AAC74367.1_1269,48.49
lcl|U00096.3_cds_ACO59991.1_1270,30.48
lcl|U00096.3_cds_AAC74368.1_1271,53.23
lcl|U00096.3_cds_AAC74369.2_1272,50.8
lcl|U00096.3_cds_AAC74370.1_1273,53.23
lcl|U00096.3_cds_AAC74371.1_1274,49.72
lcl|U00096.3_cds_AAC74372.1_1275,51.18
lcl|U00096.3_cds_AAC74373.1_1276,51.36
lcl|U00096.3_cds_AAC74374.1_1277,56.9
lcl|U00096.3_cds_AAC74375.1_1278,51.45
lcl|U00096.3_cds_AAC74376.1_1279,54.26
lcl|U00096.3_cds_AAC74377.1_1280,48.37
lcl|U00096.3_cds_AAC74378.2_1281,53.32
lcl|U00096.3_cds_AYC08200.1_1282,53.94
lcl|U00096.3_cds_AAC74379.2_1283,53.49
lcl|U00096.3_cds_AAC74380.2_1284,52.29
lcl|U00096.3_cds_AAC74381.1_1285,50.9
lcl|U00096.3_cds_AAC74382.1_1286,57.33
lcl|U00096.3_cds_AAC74383.1_1287,58.24
lcl|U00096.3_cds_AAC74384.1_1288,57.66
lcl|U00096.3_cds_AAC74385.2_1289,51.74
lcl|U00096.3_cds_AAC74386.1_1290,49.33
lcl|U00096.3_cds_AAC74387.1_1291,47.56
lcl|U00096.3_cds_AAC74388.1_1292,50.28
lcl|U00096.3_cds_AAC74389.1_1293,54.5
lcl|U00096.3_cds_AAC74390.1_1294,50.79
lcl|U00096.3_cds_AAC74391.2_1295,43.87
lcl|U00096.3_cds_AAC74392.1_1296,50.04
lcl|U00096.3_cds_AAC74393.1_1297,53.63
lcl|U00096.3_cds_AAC74394.1_1298,52.79
lcl|U00096.3_cds_AAC74395.1_1299,55.75
lcl|U00096.3_cds_AAC74396.2_1300,53.61
lcl|U00096.3_cds_AAC74397.1_1301,54.73
lcl|U00096.3_cds_AAC74398.1_1302,53.75
lcl|U00096.3_cds_AAC74399.1_1303,56.52
lcl|U00096.3_cds_AAC74401.1_1304,49.89
lcl|U00096.3_cds_AAC74402.1_1305,45.45
lcl|U00096.3_cds_AAC74403.1_1306,54.43
lcl|U00096.3_cds_AAC74404.1_1307,56.31
lcl|U00096.3_cds_AAC74405.1_1308,52.14
lcl|U00096.3_cds_AAC74406.1_1309,51.28
lcl|U00096.3_cds_AAC74407.2_1310,54.66
lcl|U00096.3_cds_AAC74408.2_1311,54.87
lcl|U00096.3_cds_AYC08201.1_1312,39.89
lcl|U00096.3_cds_AYC08202.1_1313,36.36
lcl|U00096.3_cds_AAC74409.2_1314,47.99
lcl|U00096.3_cds_AAC74410.1_1315,46.56
lcl|U00096.3_cds_AAC74411.2_1316,47.96
lcl|U00096.3_cds_AAC74412.1_1317,43.22
lcl|U00096.3_cds_AYC08198.2_1318,55.05
lcl|U00096.3_cds_AAC74414.1_1319,45.35
lcl|U00096.3_cds_AAC74415.1_1320,50.58
lcl|U00096.3_cds_AAC74416.1_1321,51.66
lcl|U00096.3_cds_AAC74417.1_1322,53.1
lcl|U00096.3_cds_AAC74418.2_1323,49.25
lcl|U00096.3_cds_AAC74419.1_1324,52.56
lcl|U00096.3_cds_AAC74420.2_1325,55.23
lcl|U00096.3_cds_AAC74421.1_1326,49.61
lcl|U00096.3_cds_AAC74422.1_1327,54.26
lcl|U00096.3_cds_AAC74423.2_1328,47.69
lcl|U00096.3_cds_QNV50526.1_1329,43.75
lcl|U00096.3_cds_AAC74424.1_1330,51.93
lcl|U00096.3_cds_AYC08203.1_1331,53.45
lcl|U00096.3_cds_AAC74425.1_1332,51.97
lcl|U00096.3_cds_AAC74426.1_1333,48.61
lcl|U00096.3_cds_AAC74427.1_1334,42.96
lcl|U00096.3_cds_AAC74428.2_1335,44.91
lcl|U00096.3_cds_AAC74429.1_1336,34.76
lcl|U00096.3_cds_AAC74430.1_1337,40.51
lcl|U00096.3_cds_AAC74431.1_1338,47.16
lcl|U00096.3_cds_AAC74432.1_1339,49.4
lcl|U00096.3_cds_AAC74433.1_1340,39.13
lcl|U00096.3_cds_ABD18659.1_1341,36.84
lcl|U00096.3_cds_AAC74434.2_1342,41.89
lcl|U00096.3_cds_AAC74435.2_1343,37.22
lcl|U00096.3_cds_AAC74436.2_1344,49.36
lcl|U00096.3_cds_AAC74437.2_1345,47.41
lcl|U00096.3_cds_AAC74438.1_1346,41.93
lcl|U00096.3_cds_AAC74439.1_1347,43.43
lcl|U00096.3_cds_AAC74440.1_1348,50.83
lcl|U00096.3_cds_AAC74441.1_1349,47.9
lcl|U00096.3_cds_AAC74442.1_1350,52.74
lcl|U00096.3_cds_AYC08204.1_1351,48.84
lcl|U00096.3_cds_ABD18660.1_1352,56.99
lcl|U00096.3_cds_AAC74445.1_1353,38.07
lcl|U00096.3_cds_AAC74447.1_1354,48.11
lcl|U00096.3_cds_AYC08205.1_1355,47.22
lcl|U00096.3_cds_AYC08206.1_1356,46.84
lcl|U00096.3_cds_b4570_1357,56.64
lcl|U00096.3_cds_AAC74452.1_1358,55.45
lcl|U00096.3_cds_AAC74454.2_1359,53.35
lcl|U00096.3_cds_AAC74455.1_1360,48.09
lcl|U00096.3_cds_AAC74456.1_1361,44.67
lcl|U00096.3_cds_AAC74457.2_1362,35.9
lcl|U00096.3_cds_AYC08207.1_1363,34.21
lcl|U00096.3_cds_AAC74458.2_1364,48.51
lcl|U00096.3_cds_AAC74459.1_1365,46.65
lcl|U00096.3_cds_AAC74460.1_1366,53.25
lcl|U00096.3_cds_ABD18661.1_1367,54.68
lcl|U00096.3_cds_AAC74461.1_1368,46.81
lcl|U00096.3_cds_AAC74462.1_1369,50.1
lcl|U00096.3_cds_AAC74463.1_1370,52.12
lcl|U00096.3_cds_AAC74464.1_1371,43.01
lcl|U00096.3_cds_AAC74465.2_1372,44.95
lcl|U00096.3_cds_AAC74466.1_1373,48.57
lcl|U00096.3_cds_AAC74467.2_1374,53.4
lcl|U00096.3_cds_AAC74468.1_1375,50.62
lcl|U00096.3_cds_AAC74469.1_1376,54.2
lcl|U00096.3_cds_AAC74470.1_1377,52.15
lcl|U00096.3_cds_AAC74471.1_1378,49.65
lcl|U00096.3_cds_AAC74472.1_1379,53.01
lcl|U00096.3_cds_AAC74473.4_1380,55.82
lcl|U00096.3_cds_AAC74474.1_1381,53.31
lcl|U00096.3_cds_AAC74475.1_1382,54.56
lcl|U00096.3_cds_AAC74476.1_1383,54.5
lcl|U00096.3_cds_AAC74477.1_1384,53.22
lcl|U00096.3_cds_AAC74478.1_1385,51.54
lcl|U00096.3_cds_AAC74479.1_1386,55.97
lcl|U00096.3_cds_AAC74480.1_1387,51.83
lcl|U00096.3_cds_AAC74481.1_1388,50.37
lcl|U00096.3_cds_AAC74482.1_1389,50.59
lcl|U00096.3_cds_ACO59992.1_1390,13.64
lcl|U00096.3_cds_b4492_1391,49.58
lcl|U00096.3_cds_AAC74484.1_1392,55.08
lcl|U00096.3_cds_AAC74485.2_1393,53.01
lcl|U00096.3_cds_AAC74486.1_1394,45.83
lcl|U00096.3_cds_AAC74488.1_1395,53.08
lcl|U00096.3_cds_AAC74489.2_1396,43.48
lcl|U00096.3_cds_AAC74490.2_1397,46.53
lcl|U00096.3_cds_AAC74491.1_1398,43.59
lcl|U00096.3_cds_AAC74492.1_1399,50.91
lcl|U00096.3_cds_AAC74493.1_1400,50.58
lcl|U00096.3_cds_AAC74494.1_1401,51.98
lcl|U00096.3_cds_AAC74495.2_1402,53.45
lcl|U00096.3_cds_AAC74496.1_1403,51.19
lcl|U00096.3_cds_AAC74497.1_1404,50.97
lcl|U00096.3_cds_AAC74500.2_1405,47.65
lcl|U00096.3_cds_AAC74501.1_1406,44.25
lcl|U00096.3_cds_QNV50527.1_1407,56.52
lcl|U00096.3_cds_AAT48130.1_1408,53.33
lcl|U00096.3_cds_AAC74502.1_1409,51.19
lcl|U00096.3_cds_AAC74503.1_1410,51.25
lcl|U00096.3_cds_AAC74504.2_1411,50.54
lcl|U00096.3_cds_AAC74505.1_1412,52.68
lcl|U00096.3_cds_AAC74506.3_1413,50.79
lcl|U00096.3_cds_AAC74508.2_1414,41.33
lcl|U00096.3_cds_AAC74509.1_1415,43.33
lcl|U00096.3_cds_AAC74510.1_1416,48.42
lcl|U00096.3_cds_AAC74511.1_1417,53.17
lcl|U00096.3_cds_AAC74512.1_1418,45.96
lcl|U00096.3_cds_AAC74513.1_1419,44.69
lcl|U00096.3_cds_AAC74514.3_1420,51.45
lcl|U00096.3_cds_AAC74515.2_1421,52.98
lcl|U00096.3_cds_AAC74516.1_1422,49.35
lcl|U00096.3_cds_AAC74517.2_1423,51.07
lcl|U00096.3_cds_AAC74518.1_1424,48.92
lcl|U00096.3_cds_AAC74519.2_1425,49.15
lcl|U00096.3_cds_AAC74520.2_1426,45.56
lcl|U00096.3_cds_AAC74521.1_1427,51.39
lcl|U00096.3_cds_AAC74522.1_1428,52.79
lcl|U00096.3_cds_AAC74523.1_1429,54.44
lcl|U00096.3_cds_AAC74524.1_1430,52.97
lcl|U00096.3_cds_AAC74525.1_1431,53.96
lcl|U00096.3_cds_AAC74526.1_1432,53.19
lcl|U00096.3_cds_ABP93444.1_1433,33.33
lcl|U00096.3_cds_AAC74527.2_1434,44.83
lcl|U00096.3_cds_AAC74528.1_1435,54.27
lcl|U00096.3_cds_AAC74529.1_1436,51.78
lcl|U00096.3_cds_AAC74530.1_1437,53.18
lcl|U00096.3_cds_AAC74531.4_1438,52.31
lcl|U00096.3_cds_AAC74532.2_1439,43.69
lcl|U00096.3_cds_AAC74533.1_1440,51.07
lcl|U00096.3_cds_AAC74534.1_1441,50.66
lcl|U00096.3_cds_AAC74535.2_1442,52.0
lcl|U00096.3_cds_AAC74536.1_1443,47.41
lcl|U00096.3_cds_AAC74537.1_1444,31.46
lcl|U00096.3_cds_AAC74539.1_1445,27.33
lcl|U00096.3_cds_AYC08208.1_1446,31.72
lcl|U00096.3_cds_AAC74542.1_1447,41.78
lcl|U00096.3_cds_AAC74543.1_1448,43.16
lcl|U00096.3_cds_AAC74544.2_1449,51.23
lcl|U00096.3_cds_AAC74545.1_1450,51.42
lcl|U00096.3_cds_AAC74546.1_1451,52.01
lcl|U00096.3_cds_AAC74547.1_1452,52.72
lcl|U00096.3_cds_AAC74548.1_1453,56.32
lcl|U00096.3_cds_AAC74549.1_1454,54.3
lcl|U00096.3_cds_AAC74550.1_1455,55.04
lcl|U00096.3_cds_AAD13433.1_1456,48.96
lcl|U00096.3_cds_AYC08209.1_1457,32.18
lcl|U00096.3_cds_AYC08210.1_1458,41.92
lcl|U00096.3_cds_AAD13437.3_1459,49.66
lcl|U00096.3_cds_AAD13438.1_1460,54.17
lcl|U00096.3_cds_AAD13439.1_1461,55.03
lcl|U00096.3_cds_AAD13440.1_1462,49.69
lcl|U00096.3_cds_AAD13441.2_1463,51.23
lcl|U00096.3_cds_AAC74551.2_1464,52.42
lcl|U00096.3_cds_AAC74552.2_1465,52.0
lcl|U00096.3_cds_AAC74553.1_1466,44.2
lcl|U00096.3_cds_AAC74554.2_1467,45.37
lcl|U00096.3_cds_AAC74555.1_1468,50.0
lcl|U00096.3_cds_AAC74556.1_1469,54.58
lcl|U00096.3_cds_AAC74557.1_1470,54.1
lcl|U00096.3_cds_AAC74558.1_1471,53.07
lcl|U00096.3_cds_AAC74559.1_1472,54.94
lcl|U00096.3_cds_AAC74560.1_1473,50.35
lcl|U00096.3_cds_AAC74561.1_1474,52.92
lcl|U00096.3_cds_AAC74562.2_1475,50.21
lcl|U00096.3_cds_AAC74563.3_1476,44.4
lcl|U00096.3_cds_AYC08211.1_1477,45.24
lcl|U00096.3_cds_AAC74564.1_1478,52.35
lcl|U00096.3_cds_AAC74565.1_1479,48.11
lcl|U00096.3_cds_AAC74566.1_1480,53.32
lcl|U00096.3_cds_AAC74567.1_1481,46.64
lcl|U00096.3_cds_AAC74568.1_1482,45.98
lcl|U00096.3_cds_AAC74569.1_1483,43.65
lcl|U00096.3_cds_AYC08212.1_1484,38.21
lcl|U00096.3_cds_AAC74570.2_1485,38.69
lcl|U00096.3_cds_AAC74571.2_1486,44.09
lcl|U00096.3_cds_AAC74572.1_1487,39.5
lcl|U00096.3_cds_AAC74573.1_1488,37.37
lcl|U00096.3_cds_AAC74574.1_1489,50.31
lcl|U00096.3_cds_AAC74575.1_1490,44.7
lcl|U00096.3_cds_AAC74576.1_1491,44.84
lcl|U00096.3_cds_AAC74577.1_1492,44.82
lcl|U00096.3_cds_AYC08213.1_1493,44.56
lcl|U00096.3_cds_AAC74580.1_1494,48.07
lcl|U00096.3_cds_AAC74581.1_1495,44.57
lcl|U00096.3_cds_AAC74584.1_1496,52.23
lcl|U00096.3_cds_AAC74585.1_1497,50.73
lcl|U00096.3_cds_AAC74586.1_1498,53.32
lcl|U00096.3_cds_AAC74587.1_1499,53.74
lcl|U00096.3_cds_AAC74588.1_1500,53.27
lcl|U00096.3_cds_AAC74589.1_1501,49.66
lcl|U00096.3_cds_AAC74590.1_1502,49.66
lcl|U00096.3_cds_AAC74591.1_1503,46.39
lcl|U00096.3_cds_AAC74592.1_1504,53.89
lcl|U00096.3_cds_AAC74593.2_1505,47.98
lcl|U00096.3_cds_AAT48131.1_1506,52.0
lcl|U00096.3_cds_AAC74595.1_1507,50.42
lcl|U00096.3_cds_AAC74596.1_1508,52.78
lcl|U00096.3_cds_AAC74597.1_1509,52.0
lcl|U00096.3_cds_AAC74598.2_1510,53.06
lcl|U00096.3_cds_AAC74599.1_1511,53.51
lcl|U00096.3_cds_AAC74600.1_1512,39.78
lcl|U00096.3_cds_AAC74601.1_1513,51.3
lcl|U00096.3_cds_AAC74602.1_1514,51.05
lcl|U00096.3_cds_AAC74603.2_1515,49.43
lcl|U00096.3_cds_AAC74604.2_1516,45.83
lcl|U00096.3_cds_AAC74605.1_1517,50.23
lcl|U00096.3_cds_AAC74606.2_1518,49.78
lcl|U00096.3_cds_AAC74607.1_1519,49.83
lcl|U00096.3_cds_ABP93445.1_1520,38.54
lcl|U00096.3_cds_QNV50528.1_1521,49.52
lcl|U00096.3_cds_AAC74608.1_1522,44.89
lcl|U00096.3_cds_AAC74609.1_1523,47.58
lcl|U00096.3_cds_AAC74610.1_1524,49.33
lcl|U00096.3_cds_AAC74611.1_1525,49.95
lcl|U00096.3_cds_AAC74612.1_1526,50.6
lcl|U00096.3_cds_AAC74613.1_1527,50.07
lcl|U00096.3_cds_AAC74614.1_1528,51.96
lcl|U00096.3_cds_AAC74615.1_1529,49.49
lcl|U00096.3_cds_AYC08214.1_1530,46.96
lcl|U00096.3_cds_AYC08215.1_1531,34.21
lcl|U00096.3_cds_AAC74617.2_1532,35.47
lcl|U00096.3_cds_AAC74618.1_1533,44.84
